Date,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk
03/31/2019 08:00:00 AM,35,32
03/31/2019 09:00:00 AM,50,48
03/31/2019 10:00:00 AM,72,77
03/31/2019 11:00:00 AM,98,90
03/31/2019 12:00:00 PM,115,126
03/31/2019 01:00:00 PM,129,122
03/31/2019 02:00:00 PM,110,128
03/31/2019 03:00:00 PM,130,121
03/31/2019 04:00:00 PM,106,105
10/29/2013 11:00:00 PM,21,21
03/31/2019 05:00:00 PM,99,106
03/31/2019 06:00:00 PM,73,89
03/31/2019 07:00:00 PM,30,58
03/31/2019 08:00:00 PM,26,31
02/14/2016 03:00:00 AM,0,0
03/31/2019 09:00:00 PM,18,15
03/31/2019 10:00:00 PM,7,14
03/31/2019 11:00:00 PM,6,10
02/24/2016 02:00:00 AM,0,0
01/05/2015 12:00:00 AM,1,1
03/22/2015 11:00:00 PM,4,4
04/01/2019 12:00:00 AM,5,3
04/01/2019 01:00:00 AM,4,2
04/01/2019 02:00:00 AM,3,1
04/01/2019 03:00:00 AM,1,2
04/01/2019 04:00:00 AM,4,7
04/01/2019 05:00:00 AM,23,12
04/01/2019 06:00:00 AM,67,76
04/01/2019 07:00:00 AM,234,218
04/01/2019 08:00:00 AM,312,333
04/01/2019 09:00:00 AM,131,176
04/01/2019 10:00:00 AM,46,75
04/01/2019 11:00:00 AM,46,53
04/01/2019 12:00:00 PM,37,61
04/01/2019 01:00:00 PM,45,57
04/01/2019 02:00:00 PM,45,54
04/01/2019 03:00:00 PM,73,113
04/01/2019 04:00:00 PM,91,289
04/01/2019 05:00:00 PM,174,576
04/01/2019 06:00:00 PM,140,357
04/01/2019 07:00:00 PM,64,126
04/01/2019 08:00:00 PM,38,55
04/01/2019 09:00:00 PM,26,26
04/01/2019 10:00:00 PM,15,19
04/01/2019 11:00:00 PM,5,11
02/06/2016 03:00:00 AM,0,0
04/02/2019 12:00:00 AM,6,1
04/02/2019 01:00:00 AM,6,1
04/02/2019 02:00:00 AM,3,1
04/02/2019 03:00:00 AM,3,2
04/02/2019 04:00:00 AM,7,8
04/02/2019 05:00:00 AM,18,21
04/02/2019 06:00:00 AM,80,66
04/02/2019 07:00:00 AM,248,236
04/02/2019 08:00:00 AM,310,356
04/02/2019 09:00:00 AM,140,171
04/02/2019 10:00:00 AM,66,84
04/02/2019 11:00:00 AM,51,45
04/02/2019 12:00:00 PM,42,54
04/02/2019 01:00:00 PM,59,63
04/02/2019 02:00:00 PM,49,54
04/02/2019 03:00:00 PM,78,111
01/25/2013 03:00:00 AM,0,0
04/02/2019 04:00:00 PM,98,307
08/03/2013 03:00:00 PM,109,109
04/02/2019 05:00:00 PM,181,556
04/02/2019 06:00:00 PM,111,383
04/02/2019 07:00:00 PM,64,109
04/02/2019 08:00:00 PM,29,69
04/02/2019 09:00:00 PM,28,35
04/02/2019 10:00:00 PM,11,26
04/02/2019 11:00:00 PM,7,7
04/03/2019 12:00:00 AM,5,6
04/03/2019 01:00:00 AM,3,2
04/03/2019 02:00:00 AM,2,1
04/03/2019 03:00:00 AM,1,2
04/03/2019 04:00:00 AM,9,5
04/03/2019 05:00:00 AM,11,19
04/03/2019 06:00:00 AM,65,54
04/03/2019 07:00:00 AM,191,190
04/03/2019 08:00:00 AM,219,271
04/03/2019 09:00:00 AM,96,120
04/03/2019 10:00:00 AM,35,46
03/08/2017 11:00:00 AM,23,23
04/03/2019 11:00:00 AM,27,31
04/03/2019 12:00:00 PM,25,28
04/03/2019 01:00:00 PM,40,32
04/03/2019 02:00:00 PM,21,49
04/03/2019 03:00:00 PM,52,88
04/03/2019 04:00:00 PM,61,197
04/03/2019 05:00:00 PM,142,418
04/03/2019 06:00:00 PM,66,256
04/03/2019 07:00:00 PM,54,82
04/03/2019 08:00:00 PM,32,43
04/03/2019 09:00:00 PM,20,31
04/03/2019 10:00:00 PM,9,12
04/03/2019 11:00:00 PM,6,9
04/04/2019 12:00:00 AM,3,2
04/04/2019 01:00:00 AM,0,3
04/04/2019 02:00:00 AM,1,1
04/04/2019 03:00:00 AM,2,1
04/04/2019 04:00:00 AM,5,3
04/04/2019 05:00:00 AM,21,18
04/04/2019 06:00:00 AM,74,55
04/04/2019 07:00:00 AM,224,183
04/04/2019 08:00:00 AM,275,339
04/04/2019 09:00:00 AM,120,160
04/04/2019 10:00:00 AM,54,77
04/04/2019 11:00:00 AM,56,51
04/04/2019 12:00:00 PM,54,60
04/04/2019 01:00:00 PM,51,53
04/04/2019 02:00:00 PM,51,58
05/30/2013 04:00:00 AM,4,4
04/04/2019 03:00:00 PM,67,101
04/04/2019 04:00:00 PM,117,261
01/15/2016 01:00:00 PM,23,23
04/04/2019 05:00:00 PM,160,501
04/04/2019 06:00:00 PM,123,326
04/04/2019 07:00:00 PM,55,119
04/04/2019 08:00:00 PM,15,56
04/04/2019 09:00:00 PM,19,32
10/24/2014 03:00:00 AM,2,2
04/04/2019 10:00:00 PM,14,14
04/04/2019 11:00:00 PM,7,14
04/05/2019 12:00:00 AM,2,1
04/05/2019 01:00:00 AM,1,1
04/05/2019 02:00:00 AM,0,1
04/05/2019 03:00:00 AM,0,3
04/05/2019 04:00:00 AM,4,2
04/05/2019 05:00:00 AM,11,14
05/26/2014 04:00:00 AM,2,2
04/05/2019 06:00:00 AM,31,41
04/05/2019 07:00:00 AM,129,140
04/05/2019 08:00:00 AM,168,198
04/05/2019 09:00:00 AM,100,123
04/05/2019 10:00:00 AM,29,53
04/05/2019 11:00:00 AM,28,41
04/05/2019 12:00:00 PM,16,21
04/05/2019 01:00:00 PM,15,19
04/05/2019 02:00:00 PM,13,21
04/05/2019 03:00:00 PM,23,58
04/05/2019 04:00:00 PM,47,182
04/05/2019 05:00:00 PM,99,317
04/05/2019 06:00:00 PM,60,167
04/05/2019 07:00:00 PM,33,75
04/05/2019 08:00:00 PM,17,24
04/05/2019 09:00:00 PM,12,12
04/05/2019 10:00:00 PM,11,10
04/05/2019 11:00:00 PM,6,7
04/06/2019 12:00:00 AM,6,3
04/06/2019 01:00:00 AM,6,9
04/06/2019 02:00:00 AM,3,2
04/06/2019 03:00:00 AM,0,2
04/06/2019 04:00:00 AM,1,3
04/06/2019 05:00:00 AM,0,2
04/06/2019 06:00:00 AM,5,5
04/06/2019 07:00:00 AM,7,9
04/06/2019 08:00:00 AM,13,20
04/06/2019 09:00:00 AM,14,12
04/06/2019 10:00:00 AM,13,24
04/06/2019 11:00:00 AM,36,21
03/28/2017 01:00:00 AM,1,1
04/06/2019 12:00:00 PM,35,41
04/06/2019 01:00:00 PM,28,36
04/06/2019 02:00:00 PM,27,26
04/06/2019 03:00:00 PM,21,30
04/06/2019 04:00:00 PM,23,40
11/26/2012 03:00:00 AM,1,1
04/06/2019 05:00:00 PM,21,27
04/06/2019 06:00:00 PM,22,21
04/06/2019 07:00:00 PM,18,14
04/06/2019 08:00:00 PM,12,10
04/06/2019 09:00:00 PM,11,9
04/06/2019 10:00:00 PM,4,9
04/06/2019 11:00:00 PM,6,4
04/07/2019 12:00:00 AM,3,2
04/07/2019 01:00:00 AM,3,2
04/07/2019 02:00:00 AM,0,1
11/09/2015 03:00:00 AM,2,2
07/30/2013 10:00:00 AM,73,73
01/30/2013 01:00:00 AM,0,0
04/07/2019 03:00:00 AM,0,1
04/07/2019 04:00:00 AM,1,6
04/07/2019 05:00:00 AM,1,1
04/07/2019 06:00:00 AM,6,4
04/07/2019 07:00:00 AM,8,11
12/31/2015 09:00:00 PM,8,8
04/07/2019 08:00:00 AM,19,39
04/07/2019 09:00:00 AM,33,37
04/07/2019 10:00:00 AM,24,33
04/07/2019 11:00:00 AM,42,52
04/07/2019 12:00:00 PM,53,61
04/07/2019 01:00:00 PM,45,72
04/07/2019 02:00:00 PM,59,57
04/07/2019 03:00:00 PM,71,43
04/07/2019 04:00:00 PM,80,74
04/07/2019 05:00:00 PM,40,47
04/07/2019 06:00:00 PM,26,48
04/07/2019 07:00:00 PM,18,23
04/07/2019 08:00:00 PM,13,11
04/07/2019 09:00:00 PM,6,5
04/07/2019 10:00:00 PM,5,5
04/07/2019 11:00:00 PM,6,9
11/15/2014 11:00:00 PM,8,8
04/08/2019 12:00:00 AM,2,1
04/08/2019 01:00:00 AM,1,0
04/08/2019 02:00:00 AM,0,0
04/08/2019 03:00:00 AM,1,1
04/08/2019 04:00:00 AM,4,5
04/08/2019 05:00:00 AM,17,13
04/08/2019 06:00:00 AM,54,41
04/08/2019 07:00:00 AM,135,156
02/08/2016 01:00:00 AM,0,0
04/08/2019 08:00:00 AM,203,219
04/08/2019 09:00:00 AM,91,122
04/08/2019 10:00:00 AM,28,44
04/08/2019 11:00:00 AM,22,28
04/08/2019 12:00:00 PM,19,26
04/08/2019 01:00:00 PM,28,28
02/17/2013 10:00:00 AM,25,25
04/08/2019 02:00:00 PM,35,30
04/08/2019 03:00:00 PM,47,66
04/08/2019 04:00:00 PM,63,184
04/08/2019 05:00:00 PM,118,344
04/08/2019 06:00:00 PM,60,201
04/08/2019 07:00:00 PM,37,97
04/08/2019 08:00:00 PM,18,39
04/08/2019 09:00:00 PM,19,23
04/08/2019 10:00:00 PM,10,8
04/08/2019 11:00:00 PM,6,5
02/01/2013 03:00:00 AM,0,0
04/09/2019 12:00:00 AM,3,2
04/09/2019 01:00:00 AM,1,2
04/09/2019 02:00:00 AM,1,2
09/02/2014 04:00:00 AM,6,6
04/09/2019 03:00:00 AM,0,1
04/09/2019 04:00:00 AM,4,7
04/09/2019 05:00:00 AM,14,10
04/09/2019 06:00:00 AM,58,50
04/09/2019 07:00:00 AM,164,187
04/09/2019 08:00:00 AM,220,241
04/09/2019 09:00:00 AM,136,141
04/09/2019 10:00:00 AM,31,61
04/09/2019 11:00:00 AM,27,37
04/09/2019 12:00:00 PM,28,37
04/09/2019 01:00:00 PM,25,44
04/09/2019 02:00:00 PM,31,33
04/09/2019 03:00:00 PM,60,112
04/09/2019 04:00:00 PM,71,219
04/09/2019 05:00:00 PM,167,393
12/03/2016 01:00:00 PM,30,30
04/09/2019 06:00:00 PM,76,292
04/09/2019 07:00:00 PM,69,122
04/09/2019 08:00:00 PM,26,47
04/09/2019 09:00:00 PM,20,31
04/09/2019 10:00:00 PM,14,16
04/09/2019 11:00:00 PM,6,8
04/10/2019 12:00:00 AM,5,1
04/10/2019 01:00:00 AM,1,1
10/10/2015 12:00:00 AM,10,10
05/31/2017 12:00:00 AM,3,3
11/03/2014 12:00:00 AM,1,1
04/10/2019 02:00:00 AM,2,0
04/10/2019 03:00:00 AM,2,3
04/10/2019 04:00:00 AM,3,6
04/10/2019 05:00:00 AM,12,17
04/10/2019 06:00:00 AM,51,47
04/10/2019 07:00:00 AM,155,146
04/10/2019 08:00:00 AM,202,220
04/10/2019 09:00:00 AM,101,154
04/10/2019 10:00:00 AM,38,47
04/10/2019 11:00:00 AM,16,34
04/10/2019 12:00:00 PM,36,27
11/22/2013 04:00:00 AM,2,2
04/10/2019 01:00:00 PM,35,29
04/10/2019 02:00:00 PM,16,26
04/10/2019 03:00:00 PM,36,66
04/10/2019 04:00:00 PM,46,184
02/03/2013 03:00:00 AM,0,0
04/10/2019 05:00:00 PM,117,344
04/10/2019 06:00:00 PM,72,216
04/10/2019 07:00:00 PM,38,67
04/10/2019 08:00:00 PM,26,35
04/10/2019 09:00:00 PM,9,21
04/10/2019 10:00:00 PM,11,13
04/10/2019 11:00:00 PM,2,3
04/11/2019 12:00:00 AM,2,2
04/11/2019 01:00:00 AM,2,1
04/11/2019 02:00:00 AM,0,1
04/11/2019 03:00:00 AM,0,1
04/11/2019 04:00:00 AM,7,3
04/11/2019 05:00:00 AM,11,11
04/11/2019 06:00:00 AM,39,31
04/11/2019 07:00:00 AM,108,112
04/11/2019 08:00:00 AM,154,181
04/11/2019 09:00:00 AM,86,107
04/11/2019 10:00:00 AM,35,36
04/11/2019 11:00:00 AM,17,31
04/30/2013 10:00:00 PM,16,16
04/11/2019 12:00:00 PM,28,23
04/11/2019 01:00:00 PM,21,21
04/11/2019 02:00:00 PM,21,22
04/11/2019 03:00:00 PM,40,59
04/11/2019 04:00:00 PM,53,147
04/11/2019 05:00:00 PM,91,275
04/11/2019 06:00:00 PM,76,197
04/19/2016 04:00:00 AM,4,4
04/11/2019 07:00:00 PM,46,69
04/11/2019 08:00:00 PM,19,45
04/11/2019 09:00:00 PM,9,22
04/11/2019 10:00:00 PM,9,16
04/11/2019 11:00:00 PM,23,7
04/12/2019 12:00:00 AM,2,1
04/12/2019 01:00:00 AM,0,1
04/12/2019 02:00:00 AM,0,2
04/12/2019 03:00:00 AM,0,1
04/12/2019 04:00:00 AM,5,4
04/12/2019 05:00:00 AM,8,9
04/12/2019 06:00:00 AM,45,32
04/12/2019 07:00:00 AM,129,127
04/12/2019 08:00:00 AM,160,180
02/26/2016 03:00:00 AM,0,0
04/12/2019 09:00:00 AM,104,117
02/16/2016 05:00:00 AM,13,13
04/12/2019 10:00:00 AM,55,42
04/12/2019 11:00:00 AM,37,45
04/12/2019 12:00:00 PM,37,32
04/12/2019 01:00:00 PM,36,51
04/12/2019 02:00:00 PM,49,68
04/12/2019 03:00:00 PM,69,124
04/12/2019 04:00:00 PM,117,192
04/12/2019 05:00:00 PM,138,332
04/12/2019 06:00:00 PM,86,209
04/12/2019 07:00:00 PM,54,70
04/12/2019 08:00:00 PM,27,47
12/22/2015 10:00:00 PM,6,6
04/12/2019 09:00:00 PM,14,30
04/12/2019 10:00:00 PM,11,11
04/12/2019 11:00:00 PM,10,21
04/13/2019 12:00:00 AM,10,7
04/13/2019 01:00:00 AM,4,8
04/13/2019 02:00:00 AM,3,6
04/13/2019 03:00:00 AM,1,2
04/13/2019 04:00:00 AM,2,2
04/13/2019 05:00:00 AM,1,4
04/13/2019 06:00:00 AM,4,4
04/13/2019 07:00:00 AM,11,11
04/13/2019 08:00:00 AM,9,14
04/13/2019 09:00:00 AM,16,15
04/13/2019 10:00:00 AM,22,23
04/13/2019 11:00:00 AM,29,24
04/13/2019 12:00:00 PM,31,27
04/13/2019 01:00:00 PM,20,20
12/29/2013 10:00:00 PM,7,7
04/13/2019 02:00:00 PM,35,44
04/13/2019 03:00:00 PM,32,48
04/13/2019 04:00:00 PM,16,25
04/13/2019 05:00:00 PM,33,39
02/27/2016 02:00:00 AM,0,0
04/13/2019 06:00:00 PM,32,35
04/13/2019 07:00:00 PM,17,34
04/13/2019 08:00:00 PM,11,7
04/13/2019 09:00:00 PM,6,19
04/13/2019 10:00:00 PM,11,10
02/13/2016 03:00:00 AM,0,0
04/13/2019 11:00:00 PM,5,8
04/14/2019 12:00:00 AM,6,5
04/14/2019 01:00:00 AM,5,3
04/14/2019 02:00:00 AM,4,1
04/14/2019 03:00:00 AM,1,1
04/14/2019 04:00:00 AM,0,2
04/14/2019 05:00:00 AM,2,1
02/07/2013 03:00:00 AM,0,0
04/14/2019 06:00:00 AM,2,9
04/14/2019 07:00:00 AM,9,8
04/14/2019 08:00:00 AM,10,32
04/14/2019 09:00:00 AM,24,35
04/14/2019 10:00:00 AM,45,42
04/14/2019 11:00:00 AM,56,49
04/14/2019 12:00:00 PM,47,52
04/14/2019 01:00:00 PM,66,54
04/14/2019 02:00:00 PM,46,49
04/14/2019 03:00:00 PM,46,41
04/14/2019 04:00:00 PM,25,37
04/14/2019 05:00:00 PM,30,30
04/14/2019 06:00:00 PM,16,20
04/14/2019 07:00:00 PM,14,15
04/14/2019 08:00:00 PM,5,5
04/14/2019 09:00:00 PM,7,9
04/14/2019 10:00:00 PM,8,4
04/24/2013 02:00:00 AM,2,2
04/14/2019 11:00:00 PM,1,6
04/15/2019 12:00:00 AM,2,0
04/15/2019 01:00:00 AM,0,0
04/15/2019 02:00:00 AM,1,0
04/15/2019 03:00:00 AM,2,2
02/08/2013 03:00:00 AM,0,0
04/15/2019 04:00:00 AM,5,3
04/15/2019 05:00:00 AM,21,13
04/15/2019 06:00:00 AM,72,58
04/15/2019 07:00:00 AM,188,183
04/15/2019 08:00:00 AM,283,293
04/15/2019 09:00:00 AM,127,159
04/15/2019 10:00:00 AM,58,47
04/15/2019 11:00:00 AM,36,51
04/15/2019 12:00:00 PM,47,49
02/04/2016 02:00:00 AM,0,0
04/15/2019 01:00:00 PM,40,48
04/15/2019 02:00:00 PM,37,54
04/15/2019 03:00:00 PM,57,95
04/15/2019 04:00:00 PM,94,239
04/02/2013 02:00:00 AM,2,2
09/23/2015 10:00:00 AM,58,58
04/15/2019 05:00:00 PM,150,535
04/15/2019 06:00:00 PM,119,284
04/15/2019 07:00:00 PM,47,118
04/15/2019 08:00:00 PM,28,40
04/15/2019 09:00:00 PM,20,18
04/15/2019 10:00:00 PM,8,13
04/15/2019 11:00:00 PM,8,10
04/16/2019 12:00:00 AM,0,4
04/16/2019 01:00:00 AM,1,1
04/16/2019 02:00:00 AM,3,0
04/16/2019 03:00:00 AM,1,3
04/16/2019 04:00:00 AM,3,6
04/16/2019 05:00:00 AM,19,16
04/12/2015 01:00:00 AM,4,4
04/16/2019 06:00:00 AM,87,77
04/16/2019 07:00:00 AM,206,196
04/16/2019 08:00:00 AM,279,295
04/16/2019 09:00:00 AM,134,169
04/16/2019 10:00:00 AM,62,58
04/16/2019 11:00:00 AM,26,42
04/16/2019 12:00:00 PM,40,31
04/16/2019 01:00:00 PM,35,47
04/16/2019 02:00:00 PM,27,54
04/16/2019 03:00:00 PM,65,99
04/16/2019 04:00:00 PM,86,239
11/23/2012 02:00:00 AM,1,1
04/16/2019 05:00:00 PM,143,473
04/16/2019 06:00:00 PM,95,253
04/16/2019 07:00:00 PM,29,76
04/16/2019 08:00:00 PM,19,45
01/12/2016 10:00:00 AM,28,28
04/16/2019 09:00:00 PM,10,23
04/16/2019 10:00:00 PM,5,5
04/16/2019 11:00:00 PM,3,9
04/17/2019 12:00:00 AM,2,3
04/17/2019 01:00:00 AM,2,3
04/17/2019 02:00:00 AM,1,1
04/17/2019 03:00:00 AM,0,3
04/17/2019 04:00:00 AM,5,7
04/17/2019 05:00:00 AM,14,18
04/17/2019 06:00:00 AM,66,58
04/17/2019 07:00:00 AM,183,213
04/17/2019 08:00:00 AM,241,292
02/08/2014 11:00:00 PM,3,3
04/17/2019 09:00:00 AM,130,144
04/17/2019 10:00:00 AM,42,47
04/17/2019 11:00:00 AM,24,34
04/17/2019 12:00:00 PM,40,42
04/17/2019 01:00:00 PM,36,41
04/17/2019 02:00:00 PM,40,55
04/17/2019 03:00:00 PM,53,65
04/17/2019 04:00:00 PM,90,265
04/17/2019 05:00:00 PM,147,451
04/17/2019 06:00:00 PM,138,299
01/09/2014 11:00:00 PM,8,8
04/17/2019 07:00:00 PM,61,123
02/11/2013 03:00:00 AM,0,0
02/12/2016 03:00:00 AM,0,0
04/17/2019 08:00:00 PM,30,66
04/17/2019 09:00:00 PM,26,33
04/17/2019 10:00:00 PM,20,19
02/29/2016 01:00:00 AM,0,0
04/17/2019 11:00:00 PM,4,11
04/18/2019 12:00:00 AM,3,3
04/18/2019 01:00:00 AM,1,1
11/09/2013 12:00:00 AM,6,6
04/18/2019 02:00:00 AM,2,1
04/18/2019 03:00:00 AM,1,3
04/18/2019 04:00:00 AM,3,4
04/18/2019 05:00:00 AM,22,14
04/18/2019 06:00:00 AM,60,45
04/18/2019 07:00:00 AM,118,134
04/18/2019 08:00:00 AM,180,217
04/18/2019 09:00:00 AM,90,99
04/18/2019 10:00:00 AM,37,50
04/18/2019 11:00:00 AM,32,32
04/18/2019 12:00:00 PM,26,31
04/18/2019 01:00:00 PM,39,36
04/18/2019 02:00:00 PM,27,52
02/12/2013 02:00:00 AM,0,0
04/18/2019 03:00:00 PM,60,71
04/18/2019 04:00:00 PM,66,168
04/18/2019 05:00:00 PM,101,339
04/18/2019 06:00:00 PM,66,194
04/18/2019 07:00:00 PM,32,74
04/18/2019 08:00:00 PM,21,35
04/18/2019 09:00:00 PM,13,29
04/18/2019 10:00:00 PM,13,8
02/29/2016 02:00:00 AM,0,0
04/18/2019 11:00:00 PM,6,8
04/19/2019 12:00:00 AM,4,3
04/19/2019 01:00:00 AM,1,3
02/17/2016 02:00:00 AM,0,0
04/19/2019 02:00:00 AM,1,3
04/19/2019 03:00:00 AM,0,1
04/19/2019 04:00:00 AM,2,2
04/19/2019 05:00:00 AM,18,11
11/28/2013 01:00:00 AM,3,3
04/19/2019 06:00:00 AM,40,48
04/19/2019 07:00:00 AM,115,121
04/19/2019 08:00:00 AM,158,183
04/19/2019 09:00:00 AM,76,106
04/19/2019 10:00:00 AM,38,51
04/19/2019 11:00:00 AM,35,41
04/19/2019 12:00:00 PM,24,26
04/19/2019 01:00:00 PM,21,39
04/19/2019 02:00:00 PM,28,50
10/14/2015 11:00:00 PM,8,8
04/19/2019 03:00:00 PM,40,63
04/19/2019 04:00:00 PM,43,178
04/19/2019 05:00:00 PM,57,253
04/19/2019 06:00:00 PM,57,121
04/19/2019 07:00:00 PM,13,52
04/19/2019 08:00:00 PM,5,35
04/19/2019 09:00:00 PM,5,15
04/19/2019 10:00:00 PM,4,14
04/19/2019 11:00:00 PM,5,12
06/11/2015 10:00:00 PM,33,33
04/20/2019 12:00:00 AM,9,7
04/20/2019 01:00:00 AM,6,11
04/20/2019 02:00:00 AM,2,2
04/20/2019 03:00:00 AM,1,4
04/20/2019 04:00:00 AM,2,2
04/20/2019 05:00:00 AM,2,1
04/20/2019 06:00:00 AM,10,11
04/20/2019 07:00:00 AM,21,37
04/20/2019 08:00:00 AM,36,49
04/20/2019 09:00:00 AM,64,17
02/14/2013 03:00:00 AM,0,0
04/20/2019 10:00:00 AM,67,80
04/20/2019 11:00:00 AM,49,76
04/20/2019 12:00:00 PM,63,87
04/20/2019 01:00:00 PM,82,108
04/20/2019 02:00:00 PM,92,111
01/03/2016 04:00:00 PM,14,14
04/20/2019 03:00:00 PM,82,133
04/20/2019 04:00:00 PM,111,95
04/20/2019 05:00:00 PM,72,72
04/20/2019 06:00:00 PM,59,69
04/20/2019 07:00:00 PM,51,49
04/13/2016 11:00:00 AM,37,37
04/20/2019 08:00:00 PM,22,22
02/01/2016 03:00:00 AM,0,0
04/20/2019 09:00:00 PM,17,26
04/20/2019 10:00:00 PM,12,10
04/20/2019 11:00:00 PM,11,14
04/21/2019 12:00:00 AM,7,11
04/21/2019 01:00:00 AM,1,7
04/21/2019 02:00:00 AM,2,4
04/21/2019 03:00:00 AM,3,4
12/16/2015 01:00:00 PM,30,30
04/21/2019 04:00:00 AM,0,2
04/21/2019 05:00:00 AM,0,2
04/21/2019 06:00:00 AM,8,6
04/21/2019 07:00:00 AM,9,17
04/21/2019 08:00:00 AM,17,23
04/21/2019 09:00:00 AM,26,51
09/28/2014 06:00:00 AM,9,9
04/21/2019 10:00:00 AM,51,49
04/21/2019 11:00:00 AM,44,65
04/21/2019 12:00:00 PM,81,92
03/13/2016 04:00:00 AM,0,0
03/02/2016 12:00:00 AM,0,0
04/21/2019 01:00:00 PM,71,79
04/21/2019 02:00:00 PM,62,91
02/21/2013 01:00:00 AM,0,0
04/21/2019 03:00:00 PM,84,84
04/21/2019 04:00:00 PM,69,77
03/21/2016 03:00:00 AM,0,0
04/21/2019 05:00:00 PM,61,65
03/01/2016 01:00:00 AM,0,0
03/18/2016 02:00:00 AM,0,0
04/21/2019 06:00:00 PM,47,67
02/25/2013 03:00:00 AM,0,0
04/21/2019 07:00:00 PM,26,27
11/30/2014 08:00:00 AM,12,12
04/21/2019 08:00:00 PM,13,18
03/03/2016 03:00:00 AM,0,0
04/21/2019 09:00:00 PM,3,9
04/21/2019 10:00:00 PM,8,4
03/01/2013 02:00:00 AM,0,0
04/21/2019 11:00:00 PM,5,8
04/22/2019 12:00:00 AM,5,2
04/22/2019 01:00:00 AM,0,2
03/15/2016 03:00:00 AM,0,0
04/22/2019 02:00:00 AM,0,2
04/22/2019 03:00:00 AM,1,1
04/22/2019 04:00:00 AM,2,3
03/18/2016 03:00:00 AM,0,0
04/22/2019 05:00:00 AM,21,11
03/20/2016 03:00:00 AM,0,0
04/22/2019 06:00:00 AM,74,63
04/22/2019 07:00:00 AM,157,164
04/22/2019 08:00:00 AM,220,249
04/22/2019 09:00:00 AM,107,142
04/22/2019 10:00:00 AM,52,39
04/22/2019 11:00:00 AM,29,33
09/25/2015 12:00:00 PM,35,35
04/22/2019 12:00:00 PM,26,41
04/22/2019 01:00:00 PM,30,36
04/22/2019 02:00:00 PM,28,46
03/01/2016 03:00:00 AM,0,0
04/22/2019 03:00:00 PM,41,78
03/12/2013 03:00:00 AM,0,0
04/22/2019 04:00:00 PM,58,195
04/22/2019 05:00:00 PM,106,361
04/22/2019 06:00:00 PM,61,241
04/22/2019 07:00:00 PM,36,90
04/22/2019 08:00:00 PM,18,29
04/22/2019 09:00:00 PM,16,22
04/22/2019 10:00:00 PM,12,13
09/08/2015 09:00:00 PM,29,29
04/22/2019 11:00:00 PM,5,7
09/30/2014 12:00:00 AM,2,2
04/23/2019 12:00:00 AM,1,1
03/12/2016 03:00:00 AM,0,0
03/08/2016 03:00:00 AM,0,0
04/23/2019 01:00:00 AM,3,5
04/23/2019 02:00:00 AM,0,2
04/23/2019 03:00:00 AM,2,4
04/23/2019 04:00:00 AM,4,5
04/23/2019 05:00:00 AM,23,11
04/23/2019 06:00:00 AM,77,67
04/23/2019 07:00:00 AM,209,211
04/23/2019 08:00:00 AM,277,296
04/23/2019 09:00:00 AM,117,141
04/23/2019 10:00:00 AM,43,52
04/23/2019 11:00:00 AM,37,49
04/23/2019 12:00:00 PM,26,42
04/23/2019 01:00:00 PM,31,46
04/23/2019 02:00:00 PM,29,49
04/23/2019 03:00:00 PM,66,99
04/23/2019 04:00:00 PM,94,261
04/23/2019 05:00:00 PM,128,488
04/23/2019 06:00:00 PM,113,323
04/23/2019 07:00:00 PM,60,138
04/23/2019 08:00:00 PM,32,63
04/23/2019 09:00:00 PM,18,28
04/23/2019 10:00:00 PM,8,18
04/23/2019 11:00:00 PM,4,11
04/24/2019 12:00:00 AM,4,5
04/24/2019 01:00:00 AM,0,0
04/24/2019 02:00:00 AM,1,0
04/24/2019 03:00:00 AM,2,2
04/24/2019 04:00:00 AM,10,4
04/24/2019 05:00:00 AM,29,16
04/24/2019 06:00:00 AM,83,87
04/24/2019 07:00:00 AM,237,233
04/24/2019 08:00:00 AM,260,316
04/24/2019 09:00:00 AM,148,167
04/24/2019 10:00:00 AM,58,72
02/24/2014 12:00:00 AM,2,2
04/20/2014 08:00:00 AM,19,19
03/14/2015 07:00:00 PM,16,16
04/24/2019 11:00:00 AM,53,41
04/24/2019 12:00:00 PM,62,49
04/24/2019 01:00:00 PM,47,63
04/24/2019 02:00:00 PM,46,75
04/24/2019 03:00:00 PM,80,102
04/24/2019 04:00:00 PM,114,273
04/24/2019 05:00:00 PM,171,539
04/24/2019 06:00:00 PM,148,308
04/24/2019 07:00:00 PM,94,168
04/24/2019 08:00:00 PM,33,80
04/24/2019 09:00:00 PM,30,38
04/24/2019 10:00:00 PM,18,40
04/24/2019 11:00:00 PM,13,12
04/25/2019 12:00:00 AM,5,7
04/25/2019 01:00:00 AM,1,3
08/09/2013 01:00:00 PM,63,63
04/25/2019 02:00:00 AM,1,4
04/25/2019 03:00:00 AM,4,0
04/25/2019 04:00:00 AM,8,4
04/25/2019 05:00:00 AM,25,9
04/25/2019 06:00:00 AM,82,61
04/25/2019 07:00:00 AM,215,223
04/25/2019 08:00:00 AM,270,324
04/25/2019 09:00:00 AM,136,158
04/25/2019 10:00:00 AM,51,63
04/25/2019 11:00:00 AM,41,50
04/25/2019 12:00:00 PM,35,52
04/25/2019 01:00:00 PM,53,58
04/25/2019 02:00:00 PM,38,67
08/04/2014 03:00:00 AM,3,3
06/28/2013 04:00:00 AM,1,1
